tahun;provinsi;nama_kota;nama_kecamatan;nama_kelurahan;pekerjaan_ayah;jenis_kelamin;jumlah
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;BUKIT DURI;Pelaut;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;BUKIT DURI;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;BUKIT DURI;Wiraswasta;Laki-laki;35
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;(blank);Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Buruh Harian Lepas;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Dosen;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Guru;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Karyawan BUMD;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Karyawan BUMN;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Karyawan Swasta;Laki-laki;127
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Kepolisian RI;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Pegawai Negeri Sipil;Laki-laki;5
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Pelajar/Mahasiswa;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Pelaut;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Pengacara;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Seniman;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Wartawan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Wiraswasta;Laki-laki;25
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;(blank);Laki-laki;5
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Buruh Harian Lepas;Laki-laki;15
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Dosen;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Guru;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Karyawan BUMN;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Karyawan Honorer;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Karyawan Swasta;Laki-laki;150
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Kepolisian RI;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Notaris;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Pedagang;Laki-laki;5
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Pegawai Negeri Sipil;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Pelajar/Mahasiswa;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Sopir;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Transportasi;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Wartawan;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;TEBET;MANGGARAI;Wiraswasta;Laki-laki;25
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;Buruh Harian Lepas;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;Karyawan Swasta;Laki-laki;11
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;Wiraswasta;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;(blank);Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;Arsitek;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;Karyawan Swasta;Laki-laki;11
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;Wiraswasta;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;(blank);Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Belum/Tidak Bekerja;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Guru;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Karyawan Honorer;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Karyawan Swasta;Laki-laki;88
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Pedagang;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Pelajar/Mahasiswa;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Transportasi;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Wiraswasta;Laki-laki;15
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;(blank);Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Buruh Harian Lepas;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Karyawan Swasta;Laki-laki;36
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Kepolisian RI;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Konstruksi;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Pegawai Negeri Sipil;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Pelajar/Mahasiswa;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Pengacara;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KARET;Wiraswasta;Laki-laki;5
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;(blank);Laki-laki;9
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Buruh Harian Lepas;Laki-laki;6
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Dokter;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Guru;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Karyawan BUMN;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Karyawan Honorer;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Karyawan Swasta;Laki-laki;151
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Pegawai Negeri Sipil;Laki-laki;6
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Pelajar/Mahasiswa;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Pengacara;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Peternak;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Ustadz/Mubaligh;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Wartawan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Wiraswasta;Laki-laki;25
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;(blank);Laki-laki;6
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Apoteker;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Belum/Tidak Bekerja;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Guru;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Karyawan BUMN;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Karyawan Swasta;Laki-laki;140
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Pedagang;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Pegawai Negeri Sipil;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Pendeta;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Petani/Pekebun;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Tentara Nasional Indonesia;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Ustadz/Mubaligh;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Wiraswasta;Laki-laki;31
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;(blank);Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Buruh Harian Lepas;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Dokter;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Guru;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Karyawan BUMN;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Karyawan Swasta;Laki-laki;14
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Pelajar/Mahasiswa;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Wiraswasta;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;(blank);Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Karyawan Swasta;Laki-laki;25
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Wiraswasta;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;(blank);Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Dosen;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Guru;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Karyawan BUMN;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Karyawan Swasta;Laki-laki;97
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Kepolisian RI;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Pegawai Negeri Sipil;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Sopir;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Wartawan;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Wiraswasta;Laki-laki;17
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;(blank);Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Belum/Tidak Bekerja;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Buruh Harian Lepas;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Dokter;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Dosen;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Guru;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Karyawan BUMN;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Karyawan Swasta;Laki-laki;109
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Kepolisian RI;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Pedagang;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Pelajar/Mahasiswa;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Perdagangan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Seniman;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Wartawan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Wiraswasta;Laki-laki;33
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;(blank);Laki-laki;7
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Buruh Harian Lepas;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Dosen;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Guru;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Hakim;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Karyawan BUMD;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Karyawan BUMN;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Karyawan Swasta;Laki-laki;240
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Kepolisian RI;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Lainnya;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Pedagang;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Pegawai Negeri Sipil;Laki-laki;5
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Pengacara;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Petani/Pekebun;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Seniman;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Sopir;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Wartawan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Wiraswasta;Laki-laki;41
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;(blank);Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Dosen;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Guru;Laki-laki;6
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Karyawan BUMN;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Karyawan Swasta;Laki-laki;171
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Pedagang;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Pegawai Negeri Sipil;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Perdagangan;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Sopir;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Wartawan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Wiraswasta;Laki-laki;46
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;(blank);Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Guru;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Karyawan BUMN;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Karyawan Swasta;Laki-laki;65
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Pelajar/Mahasiswa;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Wiraswasta;Laki-laki;10
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;(blank);Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Buruh Harian Lepas;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Dokter;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Guru;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Karyawan BUMN;Laki-laki;9
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Karyawan Swasta;Laki-laki;96
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Kepolisian RI;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Pedagang;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Pegawai Negeri Sipil;Laki-laki;7
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Pelajar/Mahasiswa;Laki-laki;3
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Pendeta;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Pengacara;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Penyiar Radio;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Wartawan;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Wiraswasta;Laki-laki;30
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;(blank);Laki-laki;6
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Belum/Tidak Bekerja;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Buruh Harian Lepas;Laki-laki;5
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Guru;Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Karyawan BUMN;Laki-laki;7
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Karyawan Honorer;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Karyawan Swasta;Laki-laki;221
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Kepolisian RI;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Pegawai Negeri Sipil;Laki-laki;15
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Pelajar/Mahasiswa;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Pengacara;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Seniman;Laki-laki;
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Wartawan;Laki-laki;2
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Wiraswasta;Laki-laki;45
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;(blank);Laki-laki;4
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;Dokter;Laki-laki;1
