tahun;provinsi;nama_kota;nama_kecamatan;nama_kelurahan;pekerjaan_ayah;jenis_kelamin;jumlah
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;(blank);Laki-laki;4
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Buruh Tani/Perkebunan;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Guru;Laki-laki;4
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Karyawan Honorer;Laki-laki;14
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Karyawan Swasta;Laki-laki;16
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Nelayan/Perikanan;Laki-laki;16
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Pegawai Negeri Sipil;Laki-laki;7
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Perawat;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. PANGGANG;Wiraswasta;Laki-laki;6
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;(blank);Laki-laki;8
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Belum/Tidak Bekerja;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Buruh Harian Lepas;Laki-laki;5
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Buruh Nelayan/Perikanan;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Guru;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Karyawan Honorer;Laki-laki;6
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Karyawan Swasta;Laki-laki;9
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Nelayan/Perikanan;Laki-laki;20
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Pelajar/Mahasiswa;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Perawat;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. KELAPA;Wiraswasta;Laki-laki;5
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;(blank);Laki-laki;3
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Belum/Tidak Bekerja;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Buruh Harian Lepas;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Karyawan BUMN;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Karyawan Honorer;Laki-laki;8
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Karyawan Swasta;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Nelayan/Perikanan;Laki-laki;9
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Pegawai Negeri Sipil;Laki-laki;2
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTR;P. HARAPAN;Wiraswasta;Laki-laki;2
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Guru;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Karyawan Honorer;Laki-laki;3
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Karyawan Swasta;Laki-laki;6
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Kepolisian RI;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Nelayan/Perikanan;Laki-laki;5
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. UNTUNG JAWA;Wiraswasta;Laki-laki;6
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;(blank);Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Guru;Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Karyawan Honorer;Laki-laki;17
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Karyawan Swasta;Laki-laki;5
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Kepolisian RI;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Konstruksi;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Nelayan/Perikanan;Laki-laki;12
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Pegawai Negeri Sipil;Laki-laki;5
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. TIDUNG;Wiraswasta;Laki-laki;17
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;(blank);Laki-laki;1
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Apoteker;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Buruh Harian Lepas;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Karyawan Honorer;Laki-laki;14
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Karyawan Swasta;Laki-laki;4
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Nelayan/Perikanan;Laki-laki;15
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Pegawai Negeri Sipil;Laki-laki;2
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Petani/Pekebun;Laki-laki;
2019;DKI Jakarta;KAB.ADM.KEP.SERIBU;KEP. SERIBU SLT;P. PARI;Wiraswasta;Laki-laki;3
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;(blank);Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Buruh Harian Lepas;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Karyawan BUMN;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Karyawan Swasta;Laki-laki;10
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Pelajar/Mahasiswa;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;GAMBIR;Wiraswasta;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;(blank);Laki-laki;8
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Belum/Tidak Bekerja;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Guru;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Karyawan Honorer;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Karyawan Swasta;Laki-laki;66
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Kepolisian RI;Laki-laki;7
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Pelajar/Mahasiswa;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Tentara Nasional Indonesia;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;CIDENG;Wiraswasta;Laki-laki;12
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;(blank);Laki-laki;7
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Belum/Tidak Bekerja;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Buruh Harian Lepas;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Karyawan BUMD;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Karyawan BUMN;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Karyawan Swasta;Laki-laki;100
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Pegawai Negeri Sipil;Laki-laki;4
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Pelajar/Mahasiswa;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Pendeta;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;Wiraswasta;Laki-laki;17
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;(blank);Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Dokter;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Dosen;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Karyawan BUMD;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Karyawan Swasta;Laki-laki;75
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Kepolisian RI;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Pegawai Negeri Sipil;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Pelaut;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Sopir;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Tentara Nasional Indonesia;Laki-laki;26
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;Wiraswasta;Laki-laki;11
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;(blank);Laki-laki;3
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Buruh Harian Lepas;Laki-laki;3
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Guru;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Karyawan Swasta;Laki-laki;45
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Kepolisian RI;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Pelajar/Mahasiswa;Laki-laki;4
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;Wiraswasta;Laki-laki;8
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;(blank);Laki-laki;11
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Buruh Harian Lepas;Laki-laki;5
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Dokter;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Dosen;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Guru;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Hakim;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Karyawan BUMN;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Karyawan Swasta;Laki-laki;108
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Kepolisian RI;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Lainnya;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Pedagang;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;GAMBIR;DURI PULO;Wiraswasta;Laki-laki;15
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;(blank);Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Belum/Tidak Bekerja;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Buruh Harian Lepas;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Dosen;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Karyawan Honorer;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Karyawan Swasta;Laki-laki;44
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Pelajar/Mahasiswa;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Tentara Nasional Indonesia;Laki-laki;6
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;Wiraswasta;Laki-laki;11
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;(blank);Laki-laki;16
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Buruh Harian Lepas;Laki-laki;12
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Dosen;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Guru;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Karyawan BUMN;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Karyawan Honorer;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Karyawan Swasta;Laki-laki;150
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Kepolisian RI;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Pedagang;Laki-laki;4
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Pelajar/Mahasiswa;Laki-laki;5
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Perdagangan;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;Wiraswasta;Laki-laki;21
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;(blank);Laki-laki;10
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Belum/Tidak Bekerja;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Buruh Harian Lepas;Laki-laki;6
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Karyawan Swasta;Laki-laki;98
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Kepolisian RI;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Mekanik;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Pedagang;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Perawat;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Sopir;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Tentara Nasional Indonesia;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;KARTINI;Wiraswasta;Laki-laki;22
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;(blank);Laki-laki;9
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Buruh Harian Lepas;Laki-laki;4
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Karyawan BUMN;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Karyawan Swasta;Laki-laki;74
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Pelajar/Mahasiswa;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Pelaut;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Seniman;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;Wiraswasta;Laki-laki;10
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;(blank);Laki-laki;25
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Buruh Harian Lepas;Laki-laki;5
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Guru;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Karyawan Swasta;Laki-laki;134
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Pedagang;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Pegawai Negeri Sipil;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Pelajar/Mahasiswa;Laki-laki;7
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;Wiraswasta;Laki-laki;39
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;(blank);Laki-laki;12
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Buruh Harian Lepas;Laki-laki;7
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Karyawan BUMN;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Karyawan Swasta;Laki-laki;105
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Kepolisian RI;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Mengurus Rumah Tangga;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Pegawai Negeri Sipil;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Pelajar/Mahasiswa;Laki-laki;4
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Pendeta;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Pengacara;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;Wiraswasta;Laki-laki;15
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;(blank);Laki-laki;10
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Belum/Tidak Bekerja;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Buruh Harian Lepas;Laki-laki;5
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Dokter;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Dosen;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Guru;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Karyawan BUMD;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Karyawan BUMN;Laki-laki;4
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Karyawan Honorer;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Karyawan Swasta;Laki-laki;169
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Kepolisian RI;Laki-laki;2
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Lainnya;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Pedagang;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Pegawai Negeri Sipil;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Pelajar/Mahasiswa;Laki-laki;6
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Pengacara;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Perdagangan;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Sopir;Laki-laki;
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Tentara Nasional Indonesia;Laki-laki;1
2019;DKI Jakarta;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;Wiraswasta;Laki-laki;40
